9204040,9502144
9204040,9510186
9203084,9308122
9203084,9309097
9203084,9308005
9203084,9308083
9203084,9406055
9203084,9807087
9203084,9502077
9203084,9307151
9203084,9309110
9203084,9311014
9203084,9405086
9203084,9406008
9204035,9308122
9204035,9308005
9204035,9308083
9204035,9406055
9204035,9502072
9204035,9306080
9204035,9405188
9204035,9307151
9204035,9311014
9204035,9505097
9204035,9412200
9204035,9411205
9204035,9306047
9204035,9510186
9204035,9512139
9204035,9807062
9205041,9308122
9205041,9309097
9205041,9308005
9205041,9308083
9205041,9406055
9205041,9807087
9205041,9307151
9205041,9309110
9205041,9311014
9205041,9405086
9205041,9406008
9205041,9807062
9207049,9308122
9207049,9401139
9207049,9804176
9207049,9403096
9207049,9312212
9207049,9504129
9207049,9604096
9207049,9605140
9207049,9404005
9207049,9312210
9207049,0108183
9207049,9704113
9207049,0303009
9207049,0303083
9207049,0304212
9207049,9412196
9207111,9308122
9207111,9412209
9207111,9810187
9207111,9812068
9207111,9812061
9207111,9410206
9201015,9302069
9201015,9403048
9201040,9303016
9201040,9308154
9201040,9807066
9201040,9307088
9201040,9406063
9201040,9210090
9201047,9412209
9201047,9503170
9201047,9412079
9202046,9510234
9202046,9303017
9202046,9412209
9202046,9812061
9202046,9410206
9202046,9505046
9202046,9502077
9202046,9405188
9202046,9410056
9202046,9307123
9202046,9505098
9202046,0302221
9202046,9310184
9202046,9304066
9202046,9312077
9202046,9401064
9202046,9410018
9202046,9506178
9202046,9808178
9202046,9809186
9202059,9408149
9202059,9502077
9202059,9806227
9202059,9402005
9202059,9806157
9202059,9312077
9202092,9308124
9202092,9402073
9202092,9410237
9202092,9301015
9202092,9301047
9202092,9505052
9202092,9303007
9202092,9806049
9202092,9302083
9202092,9310159
9202092,9302037
9202092,9406067
9202092,9410142
9202092,9411195
9202092,9407099
9202092,9402120
9202092,9311122
9202092,0304234
9202092,9311062
9202092,9304024
9202092,9305074
9203008,9312150
9203031,9404101
9204037,9401139
9204037,0108183
9204037,9704113
9204037,9304066
9204046,9402089
9204046,9308124
9204046,9512127
9204046,9303029
9204046,9312172
9204046,9406105
9204046,9411187
9204046,9210012
9204046,9312171
9204046,9806154
9204046,9301129
9204046,9302069
9204046,9403048
9205046,9401139
9205046,9308124
9205046,9304102
9205046,9402073
9205046,9402031
9205046,9906142
9205046,9212099
9205046,9501070
9205046,9605043
9205046,9305025
9205046,9602084
9205046,9608195
9205046,9610238
9205046,9304135
9205046,9802041
9205046,9304096
9205046,9804096
9205046,9404063
9205046,9505052
9205046,9308131
9205046,9408169
9205046,9412065
9205046,9404191
9205046,9402016
9205046,0110262
9205046,9906218
9205046,9407099
9205046,9302033
9205046,0202187
9205046,0203031
9205046,9402120
9205046,0204189
9205046,0204261
9205046,0205101
9205046,9404092
9205046,9303175
9205046,0207104
9205046,0210292
9205046,0212215
9205046,9407005
9205046,0212242
9205046,0302137
9205046,0304241
9205046,9209068
9205046,9212095
9205046,9302058
9205046,9304013
9205046,9305074
9205046,9408063
9205046,9408112
9205046,9411095
9205046,9502007
9205046,9502136
9205046,9503142
9205046,9504057
9205046,9603187
9205046,9611237
9205046,9806123
9205060,9401139
9205060,9604090
9205060,9506045
9205062,9310159
9205062,9205078
9205068,9303017
9205068,9412209
9205068,9809147
9205068,9807067
9205068,9811193
9205068,9812163
9205068,9812061
9205068,9410206
9205068,9505046
9205068,9204030
9205068,9502077
9205068,9807124
9205068,9405188
9205068,9410056
9205068,9402005
9205068,9206004
9205068,9307123
9205068,9808019
9205068,9806086
9205068,9312171
9205068,9505098
9205068,9209020
9205068,9510223
9205068,9510241
9205068,0302221
9205068,9404092
9205068,9505018
9205068,9407005
9205068,9205029
9205068,9205060
9205068,9304066
9205068,9312077
9205068,9401064
9205068,9506178
9205068,9508178
9205068,9510094
9206023,9303016
9206051,9402031
9206051,9303016
9206051,9411198
9206051,9306151
9206051,9403048
9206078,9308124
9206078,9402073
9206078,9402031
9206078,9301047
9206078,9505052
9206078,9303007
9206078,9310159
9206078,9403192
9206078,9407099
9206078,9509149
9206078,9402120
9206078,9404092
9206078,9407005
9206078,0304230
9206078,9304024
9206078,9305074
9206078,9402009
9206078,9411076
9206078,9411095
9207016,9408083
9207016,9410167
9207016,9809039
9207016,9504081
9207016,9402002
9207016,9806120
9207016,9512031
9207016,9512127
9207016,9405141
9207016,9809105
9207016,9811256
9207016,9507090
9207016,9506106
9207016,9409021
9207016,9810159
9207016,9505052
9207016,9502038
9207016,9811098
9207016,9411187
9207016,0105016
9207016,9411195
9207016,0105136
9207016,9411235
9207016,0107229
9207016,9806154
9207016,9811189
9207016,9809137
9207016,9404092
9207016,9303057
9207016,9312167
9207016,9407005
9207016,0302020
9207016,9304129
9207016,9401147
9207016,9403048
9207016,9410051
9207016,9412235
9207016,9601118
9207016,9807009
9207016,9810134
9207016,9811093
9208076,9505052
9208076,9407099
9208076,9402120
9208076,9404092
9208076,9407005
9208076,9403048
9209052,9402031
9209052,9807049
9209052,9404092
9209052,9407005
9209052,9302069
9209052,9401147
9209052,9403048
9209052,9412235
9210015,9401139
9210015,9709071
9210015,0001204
9210015,9808088
9210015,9410237
9210015,9602162
9210015,9609112
9210015,9510134
9210015,9308112
9210015,9512040
9210015,9512124
9210015,9811006
9210015,9505052
9210015,9502038
9210015,0007086
9210015,9310159
9210015,9605212
9210015,0008062
9210015,9512025
9210015,9812207
9210015,0009084
9210015,9604013
9210015,9509123
9210015,9707194
9210015,0102091
9210015,9406067
9210015,0106172
9210015,0106211
9210015,0107083
9210015,9512126
9210015,9302033
9210015,9402120
9210015,0205245
9210015,0209125
9210015,9211081
9210015,9608023
9210015,9903268
9210021,9401139
9210021,9406206
9210021,9609198
9210021,9806068
9210021,0001114
9210021,9402031
9210021,9403155
9210021,9411242
9210021,9510092
9210021,9603015
9210021,9704137
9210021,9709071
9210021,9706221
9210021,9410104
9210021,9309039
9210021,9806167
9210021,9410237
9210021,9406178
9210021,9602162
9210021,9705122
9210021,9811256
9210021,9903170
9210021,9706210
9210021,9609112
9210021,0003177
9210021,0003178
9210021,9308112
9210021,9308154
9210021,9502122
9210021,9503045
9210021,9503226
9210021,9511024
9210021,9512040
9210021,9512124
9210021,9610024
9210021,9710163
9210021,9501055
9210021,0004120
9210021,9601091
9210021,9401105
9210021,9403173
9210021,9404063
9210021,9509095
9210021,9409011
9210021,9602179
9210021,9605212
9210021,9605074
9210021,0008062
9210021,9512025
9210021,9812207
9210021,0008094
9210021,9604013
9210021,9410158
9210021,0010084
9210021,9509123
9210021,9706199
9210021,9803019
9210021,9803175
9210021,9812048
9210021,9906163
9210021,9407078
9210021,9505049
9210021,0102089
9210021,9612034
9210021,9705233
9210021,9707194
9210021,9710037
9210021,0103066
9210021,9805072
9210021,9407022
9210021,9411195
9210021,9607051
9210021,0106172
9210021,9903152
9210021,0106211
9210021,0109092
9210021,0110055
9210021,9406082
9210021,9512126
9210021,9610062
9210021,0202181
9210021,9401098
9210021,9712242
9210021,0205245
9210021,0206179
9210021,0207130
9210021,9310135
9210021,0210095
9210021,0210211
9210021,9510034
9210021,9601158
9210021,0304053
9210021,9503175
9210021,9507014
9210021,9508095
9210021,9601130
9210021,9603137
9210021,9604066
9210021,9605070
9210021,9608023
9210021,9611060
9210021,9804082
9210021,9811009
9210021,9903268
9210121,9508078
9210121,9510041
9210121,9411198
9210121,9408060
9210121,9407198
9210121,9310202
9210121,9404092
9210121,9407005
9210121,0304234
9210121,9311062
9210121,9302069
9210121,9311185
9210121,9403048
9211021,9811194
9211021,9402073
9211021,9406216
9211021,9806230
9211021,9806233
9211021,9806167
9211021,9506027
9211021,9605173
9211021,9811089
9211021,9809105
9211021,9308112
9211021,9504098
9211021,9807049
9211021,0107229
9211021,0107232
9211021,9811008
9211021,9404092
9211021,9809185
9211021,9811051
9211021,9407005
9211021,0303103
9211021,0304004
9211021,0304168
9211021,9808063
9211021,9810134
9211041,9401147
9211041,9412235
9204102,9503163
9204102,9812127
9204102,9412077
9204102,0105090
9204102,9310082
9204102,0303138
9204102,0304003
9204102,9304056
9211097,9407087
9211097,9408099
9211097,9911104
9211097,9604034
9211097,9906070
9211097,9910182
9211097,9706109
9211097,9509161
9211097,9510204
9211097,9510224
9211097,9503163
9211097,9606192
9211097,9910054
9211097,0002176
9211097,9807140
9211097,0002222
9211097,9503017
9211097,9707192
9211097,9901032
9211097,9806056
9211097,9510175
9211097,9602005
9211097,9910071
9211097,9706217
9211097,9702006
9211097,9709146
9211097,0005247
9211097,9605090
9211097,0006028
9211097,9510138
9211097,9605101
9211097,9709137
9211097,9710123
9211097,9711032
9211097,0006100
9211097,9902134
9211097,0006189
9211097,0007067
9211097,9407134
9211097,0008142
9211097,9707046
9211097,0010223
9211097,0011027
9211097,0011107
9211097,0011197
9211097,9711194
9211097,0101114
9211097,0101139
9211097,0102041
9211097,0102121
9211097,0103011
9211097,0103041
9211097,9911037
9211097,0103114
9211097,9601011
9211097,9502029
9211097,0110028
9211097,0110111
9211097,0112077
9211097,9508141
9211097,0112221
9211097,0201267
9211097,9812250
9211097,0205083
9211097,0206152
9211097,0208070
9211097,0209230
9211097,9505023
9211097,0301231
9211097,9801078
9211097,0304003
9211097,9305124
9211097,9406156
9211097,9409142
9211097,9409166
9211097,9412135
9211097,9508026
9211097,9512149
9211097,9705071
9211097,9708009
9211097,9808134
9205081,9408074
9205081,9507048
9205081,9211056
9205081,9402002
9205081,9509070
9205081,9809043
9205081,9505052
9205081,9811098
9205081,9408040
9205081,9303057
9205081,9311185
9205081,9409060
9205081,9410210
